Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2016,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,1053,Race/Ethnicity,"Black, non-Hispanic",6
2016,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,248,Race/Ethnicity,"Black, non-Hispanic",6
2016,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3402,Gender,Female,6
2016,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,647,Gender,Female,6
2016,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,70,Race/Ethnicity,Hispanic,6
2016,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,8,Race/Ethnicity,Hispanic,6
2016,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3402,Overall,Overall,6
2016,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,647,Overall,Overall,6
2016,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,2247,Race/Ethnicity,"White, non-Hispanic",6
2016,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,386,Race/Ethnicity,"White, non-Hispanic",6
2017,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,1081,Race/Ethnicity,"Black, non-Hispanic",5.8
2017,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,252,Race/Ethnicity,"Black, non-Hispanic",5.8
2017,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3478,Gender,Female,5.8
2017,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,653,Gender,Female,5.8
2017,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,74,Race/Ethnicity,Hispanic,5.8
2017,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,8,Race/Ethnicity,Hispanic,5.8
2017,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3478,Overall,Overall,5.8
2017,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,653,Overall,Overall,5.8
2017,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,2289,Race/Ethnicity,"White, non-Hispanic",5.8
2017,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,387,Race/Ethnicity,"White, non-Hispanic",5.8
2018,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,1102,Race/Ethnicity,"Black, non-Hispanic",4.7
2018,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,247,Race/Ethnicity,"Black, non-Hispanic",4.7
2018,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3562,Gender,Female,4.7
2018,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,658,Gender,Female,4.7
2018,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,77,Race/Ethnicity,Hispanic,4.7
2018,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,7,Race/Ethnicity,Hispanic,4.7
2018,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3562,Overall,Overall,4.7
2018,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,658,Overall,Overall,4.7
2018,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,2346,Race/Ethnicity,"White, non-Hispanic",4.7
2018,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,397,Race/Ethnicity,"White, non-Hispanic",4.7
2019,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,1112,Race/Ethnicity,"Black, non-Hispanic",4.7
2019,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,242,Race/Ethnicity,"Black, non-Hispanic",4.7
2019,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3626,Gender,Female,4.7
2019,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,657,Gender,Female,4.7
2019,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,80,Race/Ethnicity,Hispanic,4.7
2019,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,Hispanic,4.7
2019,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,3626,Overall,Overall,4.7
2019,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,657,Overall,Overall,4.7
2019,LA,Louisiana,Breast Cancer,Incidence,Average Annual Number,2396,Race/Ethnicity,"White, non-Hispanic",4.7
2019,LA,Louisiana,Breast Cancer,Mortality,Average Annual Number,399,Race/Ethnicity,"White, non-Hispanic",4.7
2015,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5765,Gender,Female,5.2
2015,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,837,Gender,Female,5.2
2015,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5765,Overall,Overall,5.2
2015,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,837,Overall,Overall,5.2
2016,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5882,Gender,Female,4.4
2016,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,821,Gender,Female,4.4
2016,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5882,Overall,Overall,4.4
2016,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,821,Overall,Overall,4.4
2017,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5962,Gender,Female,3.8
2017,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,828,Gender,Female,3.8
2017,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5962,Overall,Overall,3.8
2017,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,828,Overall,Overall,3.8
2018,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5976,Gender,Female,3.7
2018,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,816,Gender,Female,3.7
2018,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,5976,Overall,Overall,3.7
2018,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,816,Overall,Overall,3.7
2019,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,6026,Gender,Female,3.2
2019,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,804,Gender,Female,3.2
2019,MA,Massachusetts,Breast Cancer,Incidence,Average Annual Number,6026,Overall,Overall,3.2
2019,MA,Massachusetts,Breast Cancer,Mortality,Average Annual Number,804,Overall,Overall,3.2
2015,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,1357,Race/Ethnicity,"Black, non-Hispanic",5.4
2015,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,278,Race/Ethnicity,"Black, non-Hispanic",5.4
2015,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4759,Gender,Female,5.4
2015,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,822,Gender,Female,5.4
2015,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,137,Race/Ethnicity,Hispanic,5.4
2015,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,15,Race/Ethnicity,Hispanic,5.4
2015,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4759,Overall,Overall,5.4
2015,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,822,Overall,Overall,5.4
2015,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,3049,Race/Ethnicity,"White, non-Hispanic",5.4
2015,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,508,Race/Ethnicity,"White, non-Hispanic",5.4
2016,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,1403,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,281,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4826,Gender,Female,4.5
2016,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,831,Gender,Female,4.5
2016,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,147,Race/Ethnicity,Hispanic,4.5
2016,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,16,Race/Ethnicity,Hispanic,4.5
2016,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4826,Overall,Overall,4.5
2016,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,831,Overall,Overall,4.5
2016,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,3053,Race/Ethnicity,"White, non-Hispanic",4.5
2016,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,509,Race/Ethnicity,"White, non-Hispanic",4.5
2017,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,1447,Race/Ethnicity,"Black, non-Hispanic",4.1
2017,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,293,Race/Ethnicity,"Black, non-Hispanic",4.1
2017,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4931,Gender,Female,4.1
2017,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,831,Gender,Female,4.1
2017,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,155,Race/Ethnicity,Hispanic,4.1
2017,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,16,Race/Ethnicity,Hispanic,4.1
2017,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4931,Overall,Overall,4.1
2017,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,831,Overall,Overall,4.1
2017,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,3094,Race/Ethnicity,"White, non-Hispanic",4.1
2017,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,497,Race/Ethnicity,"White, non-Hispanic",4.1
2018,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,1456,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,300,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4954,Gender,Female,4.1
2018,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,842,Gender,Female,4.1
2018,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,164,Race/Ethnicity,Hispanic,4.1
2018,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,19,Race/Ethnicity,Hispanic,4.1
2018,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,4954,Overall,Overall,4.1
2018,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,842,Overall,Overall,4.1
2018,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,3087,Race/Ethnicity,"White, non-Hispanic",4.1
2018,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,496,Race/Ethnicity,"White, non-Hispanic",4.1
2019,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,1493,Race/Ethnicity,"Black, non-Hispanic",3.6
2019,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,299,Race/Ethnicity,"Black, non-Hispanic",3.6
2019,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,5054,Gender,Female,3.6
2019,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,828,Gender,Female,3.6
2019,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,174,Race/Ethnicity,Hispanic,3.6
2019,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,3.6
2019,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,5054,Overall,Overall,3.6
2019,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,828,Overall,Overall,3.6
2019,MD,Maryland,Breast Cancer,Incidence,Average Annual Number,3114,Race/Ethnicity,"White, non-Hispanic",3.6
2019,MD,Maryland,Breast Cancer,Mortality,Average Annual Number,483,Race/Ethnicity,"White, non-Hispanic",3.6
2015,ME,Maine,Breast Cancer,Incidence,Average Annual Number,4,Race/Ethnicity,"Black, non-Hispanic",4.9
2015,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1171,Gender,Female,4.9
2015,ME,Maine,Breast Cancer,Mortality,Average Annual Number,180,Gender,Female,4.9
2015,ME,Maine,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,Hispanic,4.9
2015,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1171,Overall,Overall,4.9
2015,ME,Maine,Breast Cancer,Mortality,Average Annual Number,180,Overall,Overall,4.9
2015,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1145,Race/Ethnicity,"White, non-Hispanic",4.9
2015,ME,Maine,Breast Cancer,Mortality,Average Annual Number,176,Race/Ethnicity,"White, non-Hispanic",4.9
2016,ME,Maine,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",4
2016,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1182,Gender,Female,4
2016,ME,Maine,Breast Cancer,Mortality,Average Annual Number,187,Gender,Female,4
2016,ME,Maine,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,Hispanic,4
2016,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1182,Overall,Overall,4
2016,ME,Maine,Breast Cancer,Mortality,Average Annual Number,187,Overall,Overall,4
2016,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1152,Race/Ethnicity,"White, non-Hispanic",4
2016,ME,Maine,Breast Cancer,Mortality,Average Annual Number,183,Race/Ethnicity,"White, non-Hispanic",4
2017,ME,Maine,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",3.5
2017,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1208,Gender,Female,3.5
2017,ME,Maine,Breast Cancer,Mortality,Average Annual Number,191,Gender,Female,3.5
2017,ME,Maine,Breast Cancer,Incidence,Average Annual Number,7,Race/Ethnicity,Hispanic,3.5
2017,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1208,Overall,Overall,3.5
2017,ME,Maine,Breast Cancer,Mortality,Average Annual Number,191,Overall,Overall,3.5
2017,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1180,Race/Ethnicity,"White, non-Hispanic",3.5
2017,ME,Maine,Breast Cancer,Mortality,Average Annual Number,186,Race/Ethnicity,"White, non-Hispanic",3.5
2018,ME,Maine,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",3.1
2018,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1219,Gender,Female,3.1
2018,ME,Maine,Breast Cancer,Mortality,Average Annual Number,189,Gender,Female,3.1
2018,ME,Maine,Breast Cancer,Incidence,Average Annual Number,9,Race/Ethnicity,Hispanic,3.1
2018,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1219,Overall,Overall,3.1
2018,ME,Maine,Breast Cancer,Mortality,Average Annual Number,189,Overall,Overall,3.1
2018,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1188,Race/Ethnicity,"White, non-Hispanic",3.1
2018,ME,Maine,Breast Cancer,Mortality,Average Annual Number,184,Race/Ethnicity,"White, non-Hispanic",3.1
2019,ME,Maine,Breast Cancer,Incidence,Average Annual Number,5,Race/Ethnicity,"Black, non-Hispanic",3.1
2019,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1241,Gender,Female,3.1
2019,ME,Maine,Breast Cancer,Mortality,Average Annual Number,193,Gender,Female,3.1
2019,ME,Maine,Breast Cancer,Incidence,Average Annual Number,8,Race/Ethnicity,Hispanic,3.1
2019,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1241,Overall,Overall,3.1
2019,ME,Maine,Breast Cancer,Mortality,Average Annual Number,193,Overall,Overall,3.1
2019,ME,Maine,Breast Cancer,Incidence,Average Annual Number,1210,Race/Ethnicity,"White, non-Hispanic",3.1
2019,ME,Maine,Breast Cancer,Mortality,Average Annual Number,187,Race/Ethnicity,"White, non-Hispanic",3.1
2015,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,992,Race/Ethnicity,"Black, non-Hispanic",6
2015,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,230,Race/Ethnicity,"Black, non-Hispanic",6
2015,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7667,Gender,Female,6
2015,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1417,Gender,Female,6
2015,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,117,Race/Ethnicity,Hispanic,6
2015,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,6
2015,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7667,Overall,Overall,6
2015,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1417,Overall,Overall,6
2015,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,6344,Race/Ethnicity,"White, non-Hispanic",6
2015,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1151,Race/Ethnicity,"White, non-Hispanic",6
2016,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,1002,Race/Ethnicity,"Black, non-Hispanic",4.9
2016,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,229,Race/Ethnicity,"Black, non-Hispanic",4.9
2016,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7772,Gender,Female,4.9
2016,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1408,Gender,Female,4.9
2016,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,119,Race/Ethnicity,Hispanic,4.9
2016,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,21,Race/Ethnicity,Hispanic,4.9
2016,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7772,Overall,Overall,4.9
2016,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1408,Overall,Overall,4.9
2016,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,6437,Race/Ethnicity,"White, non-Hispanic",4.9
2016,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1143,Race/Ethnicity,"White, non-Hispanic",4.9
2017,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,982,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,230,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7745,Gender,Female,4.8
2017,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1385,Gender,Female,4.8
2017,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,119,Race/Ethnicity,Hispanic,4.8
2017,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,4.8
2017,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7745,Overall,Overall,4.8
2017,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1385,Overall,Overall,4.8
2017,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,6422,Race/Ethnicity,"White, non-Hispanic",4.8
2017,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1117,Race/Ethnicity,"White, non-Hispanic",4.8
2018,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,968,Race/Ethnicity,"Black, non-Hispanic",4.5
2018,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,233,Race/Ethnicity,"Black, non-Hispanic",4.5
2018,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7841,Gender,Female,4.5
2018,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1406,Gender,Female,4.5
2018,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,125,Race/Ethnicity,Hispanic,4.5
2018,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,21,Race/Ethnicity,Hispanic,4.5
2018,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1406,Overall,Overall,4.5
2018,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7841,Overall,Overall,4.5
2018,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,6514,Race/Ethnicity,"White, non-Hispanic",4.5
2018,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1133,Race/Ethnicity,"White, non-Hispanic",4.5
2019,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,964,Race/Ethnicity,"Black, non-Hispanic",4.2
2019,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,234,Race/Ethnicity,"Black, non-Hispanic",4.2
2019,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7950,Gender,Female,4.2
2019,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1390,Gender,Female,4.2
2019,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,124,Race/Ethnicity,Hispanic,4.2
2019,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,4.2
2019,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,7950,Overall,Overall,4.2
2019,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1390,Overall,Overall,4.2
2019,MI,Michigan,Breast Cancer,Incidence,Average Annual Number,6622,Race/Ethnicity,"White, non-Hispanic",4.2
2019,MI,Michigan,Breast Cancer,Mortality,Average Annual Number,1116,Race/Ethnicity,"White, non-Hispanic",4.2
2015,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,108,Race/Ethnicity,"Black, non-Hispanic",3.8
2015,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,"Black, non-Hispanic",3.8
2015,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,4175,Gender,Female,3.8
2015,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,636,Gender,Female,3.8
2015,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,53,Race/Ethnicity,Hispanic,3.8
2015,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,6,Race/Ethnicity,Hispanic,3.8
2015,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,4175,Overall,Overall,3.8
2015,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,636,Overall,Overall,3.8
2015,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,3897,Race/Ethnicity,"White, non-Hispanic",3.8
2015,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,599,Race/Ethnicity,"White, non-Hispanic",3.8
2016,MN,Minnesota,Breast Cancer,Incidence,Average Annual Number,111,Race/Ethnicity,"Black, non-Hispanic",3.8
2016,MN,Minnesota,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,"Black, non-Hispanic",3.8
