Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2019,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,66,Race,Hispanic
2015,IN,Indiana,Breast Cancer,incidence,Average Annual Number,4244,Race,White
2014,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4065,Race,White
2019,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,12,Race,Black
2017,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4304,Race,White
2015,CA,California,Breast Cancer,incidence,Average Annual Number,1685,Race,Black
2018,MA,Massachusetts,Breast Cancer,incidence,Average Annual Number,5976,Gender,Female
2018,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,52,Race,Hispanic
2015,AL,Alabama,Breast Cancer,incidence,Average Annual Number,886,Race,Black
2013,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,2171,Race,White
2017,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,2289,Race,White
2013,FL,Florida,Breast Cancer,incidence,Average Annual Number,1635,Race,Black
2018,MO,Missouri,Breast Cancer,incidence,Average Annual Number,5018,Overall,Overall
2015,DE,Delaware,Breast Cancer,incidence,Average Annual Number,805,Overall,Overall
2018,CO,Colorado,Breast Cancer,incidence,Average Annual Number,4022,Gender,Female
2019,AK,Alaska,Breast Cancer,incidence,Average Annual Number,10,Race,Black
2015,MO,Missouri,Breast Cancer,incidence,Average Annual Number,50,Race,Hispanic
2015,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,1157,Overall,Overall
2012,MD,Maryland,Breast Cancer,incidence,Average Annual Number,109,Race,Hispanic
2013,IA,Iowa,Breast Cancer,incidence,Average Annual Number,32,Race,Black
2014,MA,Massachusetts,Breast Cancer,incidence,Average Annual Number,5623,Overall,Overall
2014,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1319,Gender,Female
2014,GA,Georgia,Breast Cancer,incidence,Average Annual Number,1941,Race,Black
2014,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,17,Race,Hispanic
2015,ME,Maine,Breast Cancer,incidence,Average Annual Number,4,Race,Black
2015,MD,Maryland,Breast Cancer,incidence,Average Annual Number,3049,Race,White
2016,FL,Florida,Breast Cancer,incidence,Average Annual Number,16467,Overall,Overall
2013,MI,Michigan,Breast Cancer,incidence,Average Annual Number,7492,Gender,Female
2019,MD,Maryland,Breast Cancer,incidence,Average Annual Number,1493,Race,Black
2018,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3798,Overall,Overall
2013,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,973,Race,Black
2013,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,20,Race,Hispanic
2013,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,636,Race,Hispanic
2019,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,794,Race,Black
2017,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,4335,Overall,Overall
2017,AL,Alabama,Breast Cancer,incidence,Average Annual Number,2733,Race,White
2013,AK,Alaska,Breast Cancer,incidence,Average Annual Number,11,Race,Hispanic
2019,MO,Missouri,Breast Cancer,incidence,Average Annual Number,5105,Gender,Female
2012,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3476,Gender,Female
2017,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,259,Race,Hispanic
2015,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,2649,Race,White
2015,FL,Florida,Breast Cancer,incidence,Average Annual Number,11166,Race,White
2012,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,3967,Gender,Female
2013,FL,Florida,Breast Cancer,incidence,Average Annual Number,10809,Race,White
2017,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,22,Race,Hispanic
2015,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,1635,Race,Black
2017,ME,Maine,Breast Cancer,incidence,Average Annual Number,7,Race,Hispanic
2012,FL,Florida,Breast Cancer,incidence,Average Annual Number,14763,Overall,Overall
2012,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,2594,Race,White
2017,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,155,Race,White
2014,MT,Montana,Breast Cancer,incidence,Average Annual Number,787,Overall,Overall
2014,MT,Montana,Breast Cancer,incidence,Average Annual Number,12,Race,Hispanic
2012,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4189,Overall,Overall
2014,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3579,Overall,Overall
2016,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3158,Race,White
2017,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1301,Race,White
2012,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,595,Race,Hispanic
2018,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,1245,Race,White
2012,FL,Florida,Breast Cancer,incidence,Average Annual Number,2162,Race,Hispanic
2014,MD,Maryland,Breast Cancer,incidence,Average Annual Number,1320,Race,Black
2019,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,2280,Gender,Female
2015,MI,Michigan,Breast Cancer,incidence,Average Annual Number,7667,Overall,Overall
2018,DE,Delaware,Breast Cancer,incidence,Average Annual Number,634,Race,White
2015,MI,Michigan,Breast Cancer,incidence,Average Annual Number,117,Race,Hispanic
2015,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2104,Gender,Female
2015,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,653,Race,Hispanic
2018,MT,Montana,Breast Cancer,incidence,Average Annual Number,904,Overall,Overall
2014,MD,Maryland,Breast Cancer,incidence,Average Annual Number,3007,Race,White
2017,MA,Massachusetts,Breast Cancer,incidence,Average Annual Number,5962,Gender,Female
2019,MO,Missouri,Breast Cancer,incidence,Average Annual Number,523,Race,Black
2014,ID,Idaho,Breast Cancer,incidence,Average Annual Number,998,Race,White
2015,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,137,Race,Black
2013,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,12,Race,Hispanic
2017,IL,Illinois,Breast Cancer,incidence,Average Annual Number,10303,Overall,Overall
2016,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1378,Overall,Overall
2018,FL,Florida,Breast Cancer,incidence,Average Annual Number,1932,Race,Black
2017,DE,Delaware,Breast Cancer,incidence,Average Annual Number,161,Race,Black
2015,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3347,Overall,Overall
2016,IL,Illinois,Breast Cancer,incidence,Average Annual Number,10133,Overall,Overall
2013,ME,Maine,Breast Cancer,incidence,Average Annual Number,1136,Overall,Overall
2019,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,494,Overall,Overall
2016,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,9,Race,Black
2013,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,4015,Gender,Female
2019,ME,Maine,Breast Cancer,incidence,Average Annual Number,5,Race,Black
2012,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1295,Overall,Overall
2015,GA,Georgia,Breast Cancer,incidence,Average Annual Number,2028,Race,Black
2018,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,1228,Overall,Overall
2019,DE,Delaware,Breast Cancer,incidence,Average Annual Number,878,Overall,Overall
2017,AK,Alaska,Breast Cancer,incidence,Average Annual Number,303,Race,White
2017,ID,Idaho,Breast Cancer,incidence,Average Annual Number,1197,Gender,Female
2012,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2278,Gender,Female
2016,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,515,Overall,Overall
2014,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,40,Race,Hispanic
2018,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,2215,Overall,Overall
2016,CO,Colorado,Breast Cancer,incidence,Average Annual Number,425,Race,Hispanic
2016,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3402,Gender,Female
2014,MO,Missouri,Breast Cancer,incidence,Average Annual Number,50,Race,Hispanic
2018,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,1454,Gender,Female
2018,FL,Florida,Breast Cancer,incidence,Average Annual Number,11841,Race,White
2015,MT,Montana,Breast Cancer,incidence,Average Annual Number,802,Gender,Female
2014,AR,Arkansas,Breast Cancer,incidence,Average Annual Number,2047,Overall,Overall
2012,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,3735,Race,White
2016,IA,Iowa,Breast Cancer,incidence,Average Annual Number,38,Race,Black
2015,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,3193,Gender,Female
2018,DE,Delaware,Breast Cancer,incidence,Average Annual Number,168,Race,Black
2019,CO,Colorado,Breast Cancer,incidence,Average Annual Number,3387,Race,White
2019,MI,Michigan,Breast Cancer,incidence,Average Annual Number,7950,Overall,Overall
2013,MI,Michigan,Breast Cancer,incidence,Average Annual Number,6211,Race,White
2013,MO,Missouri,Breast Cancer,incidence,Average Annual Number,4610,Gender,Female
2017,MI,Michigan,Breast Cancer,incidence,Average Annual Number,6422,Race,White
2015,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,699,Race,Black
2012,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,113,Race,Black
2013,FL,Florida,Breast Cancer,incidence,Average Annual Number,15093,Gender,Female
2014,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2049,Overall,Overall
2018,IN,Indiana,Breast Cancer,incidence,Average Annual Number,5089,Gender,Female
2013,MI,Michigan,Breast Cancer,incidence,Average Annual Number,951,Race,Black
2014,ID,Idaho,Breast Cancer,incidence,Average Annual Number,41,Race,Hispanic
2019,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,789,Race,Hispanic
2019,MT,Montana,Breast Cancer,incidence,Average Annual Number,921,Gender,Female
2012,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,158,Race,White
2014,CO,Colorado,Breast Cancer,incidence,Average Annual Number,3521,Gender,Female
2019,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,1245,Gender,Female
2016,KS,Kansas,Breast Cancer,incidence,Average Annual Number,81,Race,Hispanic
2012,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,35,Race,Hispanic
2012,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,141,Race,Hispanic
2018,ID,Idaho,Breast Cancer,incidence,Average Annual Number,60,Race,Hispanic
2013,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,4281,Gender,Female
2016,MI,Michigan,Breast Cancer,incidence,Average Annual Number,7772,Gender,Female
2014,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,20,Race,Hispanic
2017,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,4335,Gender,Female
2012,CO,Colorado,Breast Cancer,incidence,Average Annual Number,362,Race,Hispanic
2019,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3872,Overall,Overall
2012,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,674,Race,Black
2019,CA,California,Breast Cancer,incidence,Average Annual Number,15466,Race,White
2013,IN,Indiana,Breast Cancer,incidence,Average Annual Number,4607,Overall,Overall
2019,MT,Montana,Breast Cancer,incidence,Average Annual Number,851,Race,White
2015,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,108,Race,Black
2013,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,14,Race,Hispanic
2017,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,3,Race,Hispanic
2013,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2287,Gender,Female
2015,CO,Colorado,Breast Cancer,incidence,Average Annual Number,404,Race,Hispanic
2015,ME,Maine,Breast Cancer,incidence,Average Annual Number,1171,Overall,Overall
2012,GA,Georgia,Breast Cancer,incidence,Average Annual Number,1789,Race,Black
2017,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,35,Race,Hispanic
2017,GA,Georgia,Breast Cancer,incidence,Average Annual Number,7426,Overall,Overall
2018,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2441,Race,White
2015,AK,Alaska,Breast Cancer,incidence,Average Annual Number,435,Gender,Female
2017,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,10,Race,Black
2016,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,2667,Race,White
2014,FL,Florida,Breast Cancer,incidence,Average Annual Number,1678,Race,Black
2013,CA,California,Breast Cancer,incidence,Average Annual Number,24657,Overall,Overall
2019,IN,Indiana,Breast Cancer,incidence,Average Annual Number,4485,Race,White
2015,CA,California,Breast Cancer,incidence,Average Annual Number,4995,Race,Hispanic
2017,KS,Kansas,Breast Cancer,incidence,Average Annual Number,2183,Overall,Overall
2017,MD,Maryland,Breast Cancer,incidence,Average Annual Number,4931,Gender,Female
2015,MD,Maryland,Breast Cancer,incidence,Average Annual Number,137,Race,Hispanic
2018,CO,Colorado,Breast Cancer,incidence,Average Annual Number,4022,Overall,Overall
2018,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,3562,Gender,Female
2019,IL,Illinois,Breast Cancer,incidence,Average Annual Number,10477,Gender,Female
2014,AZ,Arizona,Breast Cancer,incidence,Average Annual Number,618,Race,Hispanic
2018,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,761,Race,Black
2013,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,2022,Overall,Overall
2016,ME,Maine,Breast Cancer,incidence,Average Annual Number,1182,Gender,Female
2017,GA,Georgia,Breast Cancer,incidence,Average Annual Number,240,Race,Hispanic
2015,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2334,Overall,Overall
2012,HI,Hawaii,Breast Cancer,incidence,Average Annual Number,1054,Gender,Female
2019,ND,North Dakota,Breast Cancer,incidence,Average Annual Number,531,Race,White
2016,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3736,Gender,Female
2017,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,293,Race,Black
2018,NC,North Carolina,Breast Cancer,incidence,Average Annual Number,1789,Race,Black
2017,NE,Nebraska,Breast Cancer,incidence,Average Annual Number,42,Race,Black
2012,MS,Mississippi,Breast Cancer,incidence,Average Annual Number,1319,Race,White
2012,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,57,Race,Hispanic
2019,NH,New Hampshire,Breast Cancer,incidence,Average Annual Number,19,Race,Hispanic
2012,IL,Illinois,Breast Cancer,incidence,Average Annual Number,9416,Gender,Female
2018,IL,Illinois,Breast Cancer,incidence,Average Annual Number,10403,Overall,Overall
2012,MN,Minnesota,Breast Cancer,incidence,Average Annual Number,88,Race,Black
2016,KY,Kentucky,Breast Cancer,incidence,Average Annual Number,3443,Overall,Overall
2012,AL,Alabama,Breast Cancer,incidence,Average Annual Number,835,Race,Black
2014,DC,District of Columbia,Breast Cancer,incidence,Average Annual Number,159,Race,White
2017,CA,California,Breast Cancer,incidence,Average Annual Number,5457,Race,Hispanic
2016,IN,Indiana,Breast Cancer,incidence,Average Annual Number,402,Race,Black
2012,DE,Delaware,Breast Cancer,incidence,Average Annual Number,711,Gender,Female
2013,CT,Connecticut,Breast Cancer,incidence,Average Annual Number,222,Race,Hispanic
2014,MI,Michigan,Breast Cancer,incidence,Average Annual Number,6224,Race,White
2018,KS,Kansas,Breast Cancer,incidence,Average Annual Number,96,Race,Hispanic
2017,LA,Louisiana,Breast Cancer,incidence,Average Annual Number,1081,Race,Black
2016,IA,Iowa,Breast Cancer,incidence,Average Annual Number,2365,Gender,Female
2017,MD,Maryland,Breast Cancer,incidence,Average Annual Number,3094,Race,White
2015,AL,Alabama,Breast Cancer,incidence,Average Annual Number,3662,Overall,Overall
2016,FL,Florida,Breast Cancer,mortality,Average Annual Number,2859,Overall,Overall
2012,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1357,Gender,Female
2013,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,10713,Overall,Overall
2012,VA,Virginia,Breast Cancer,incidence,Average Annual Number,1090,Race,Black
2012,UT,Utah,Breast Cancer,incidence,Average Annual Number,8,Race,Black
2016,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,938,Overall,Overall
2013,MO,Missouri,Breast Cancer,mortality,Average Annual Number,872,Overall,Overall
2016,OH,Ohio,Breast Cancer,incidence,Average Annual Number,9421,Gender,Female
2018,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,441,Overall,Overall
2019,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,390,Overall,Overall
2014,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,10838,Gender,Female
2014,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,927,Race,Black
2019,WA,Washington,Breast Cancer,mortality,Average Annual Number,778,Race,White
2016,NY,New York,Breast Cancer,incidence,Average Annual Number,11060,Race,White
2019,ME,Maine,Breast Cancer,mortality,Average Annual Number,193,Overall,Overall
2016,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,80,Overall,Overall
2014,DE,Delaware,Breast Cancer,mortality,Average Annual Number,132,Gender,Female
2019,US,United States,Breast Cancer,incidence,Average Annual Number,22734,Race,Hispanic
2013,GA,Georgia,Breast Cancer,mortality,Average Annual Number,410,Race,Black
2019,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,9718,Race,White
2013,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1261,Race,White
2014,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,6,Race,Black
2016,OR,Oregon,Breast Cancer,incidence,Average Annual Number,42,Race,Black
2014,NV,Nevada,Breast Cancer,mortality,Average Annual Number,264,Race,White
